City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,nyurba,63.2842,118.3319,-18.45,99,100,0.73,RU,2024-01-01
341,richards bay,-28.783,32.0377,23.96,88,56,3.13,ZA,2024-01-01
342,polyarnyy,69.1989,33.4478,-18.58,100,100,3.93,RU,2024-01-01
343,hasaki,35.7333,140.8333,14.05,48,1,10.53,JP,2024-01-01
344,nizhnesortymskiy,62.4397,71.7603,-32.38,100,50,2.24,RU,2024-01-01
345,merizo village,13.2658,144.6691,29.99,88,100,5.72,GU,2024-01-01
346,buka,40.8108,69.1986,6.48,40,57,0.3,UZ,2024-01-01
347,ust'-ilimsk,58.0006,102.6619,-9.2,83,100,4.02,RU,2024-01-01
348,korla,41.7597,86.1469,-2.11,57,29,1.93,CN,2024-01-01
349,mount isa,-20.7333,139.5,40.87,6,23,2.57,AU,2024-01-01
350,sena madureira,-9.0656,-68.6569,23.4,98,100,1.39,BR,2024-01-01
351,maragogi,-9.0122,-35.2225,25.33,84,9,2.41,BR,2024-01-01
352,ihosy,-22.4,46.1167,22.25,91,100,2.57,MG,2024-01-01
353,bridgetown,13.1,-59.6167,25.27,88,40,4.12,BB,2024-01-01
354,dubai,25.2582,55.3047,20.96,83,20,2.57,AE,2024-01-01
355,lupane,-18.9315,27.807,22.73,69,10,3.08,ZW,2024-01-01
356,salekhard,66.53,66.6019,-28.88,95,67,2.7,RU,2024-01-01
357,kill devil hills,36.0307,-75.676,7.77,85,0,2.57,US,2024-01-01
358,cedeira,43.6797,-8.0209,9.66,79,94,7.67,ES,2024-01-01
359,bardai,11.65,7.2333,15.42,27,1,4.13,NG,2024-01-01
360,tangalle,6.024,80.7911,26.09,71,100,2.89,LK,2024-01-01
361,belmonte,-15.8631,-38.8828,25.2,86,95,2.55,BR,2024-01-01
362,ulan bator,47.9077,106.8832,-17.93,78,11,1.0,MN,2024-01-01
363,akrehamn,59.2667,5.1833,4.14,48,75,13.38,NO,2024-01-01
364,las lomitas,-24.7096,-60.593,24.42,66,45,2.38,AR,2024-01-01
365,mirny,62.5353,113.9611,-20.27,100,92,1.4,RU,2024-01-01
366,anadyr,64.75,177.4833,-11.72,72,20,11.0,RU,2024-01-01
367,praia da vitoria,38.7333,-27.0667,17.09,95,96,8.58,PT,2024-01-01
368,juye,35.3947,116.0883,5.51,51,8,3.92,CN,2024-01-01
369,az zubayr,30.3945,47.7011,15.83,36,30,4.96,IQ,2024-01-01
370,mossel bay,-34.1831,22.146,18.96,85,84,7.97,ZA,2024-01-01
371,luanda,-8.8368,13.2343,24.84,81,100,2.41,AO,2024-01-01
372,tazovsky,67.4667,78.7,-31.3,95,46,4.24,RU,2024-01-01
373,isangel,-19.55,169.2667,28.0,69,77,6.09,VU,2024-01-01
374,las tablas,7.7667,-80.2833,24.54,99,98,6.34,PA,2024-01-01
375,luderitz,-26.6481,15.1594,18.86,73,0,1.07,NA,2024-01-01
376,kindu,-2.95,25.95,21.13,97,92,1.09,CD,2024-01-01
377,shihezi,44.3,86.0333,-0.32,75,52,2.3,CN,2024-01-01
378,barrouallie,13.2333,-61.2667,24.65,81,100,4.25,VC,2024-01-01
379,palembang,-2.9167,104.7458,29.05,79,75,4.12,ID,2024-01-01
380,tchibanga,-2.85,11.0333,22.35,97,100,0.72,GA,2024-01-01
381,mahdia,35.5047,11.0622,9.97,70,85,2.49,TN,2024-01-01
382,udayagiri,20.1333,84.3833,24.69,34,0,1.26,IN,2024-01-01
383,sheridan,44.8333,-106.9173,2.95,80,0,0.0,US,2024-01-01
384,tezu,27.9167,96.1667,23.52,29,2,1.67,IN,2024-01-01
385,saint augustine shores,29.8108,-81.3103,9.4,87,32,2.06,US,2024-01-01
386,dunedin,-45.8742,170.5036,12.67,91,72,1.79,NZ,2024-01-01
387,maddela,16.3414,121.6849,26.07,88,96,1.36,PH,2024-01-01
388,dabola,10.75,-11.1167,19.22,20,32,1.12,GN,2024-01-01
389,ar rahad,12.7167,30.65,16.42,33,3,2.9,SD,2024-01-01
390,palikir - national government center,6.9248,158.1611,28.41,84,75,3.6,FM,2024-01-01
391,marks,51.7111,46.7486,2.31,89,96,7.35,RU,2024-01-01
392,espinosa,-14.9261,-42.8192,20.9,92,100,1.2,BR,2024-01-01
393,shortandy,51.7006,70.9994,-0.48,97,100,9.38,KZ,2024-01-01
394,tome acu,-2.4189,-48.1522,22.93,98,79,1.06,BR,2024-01-01
395,happy valley-goose bay,53.3168,-60.3315,-13.92,79,15,3.68,CA,2024-01-01
396,ancud,-41.8697,-73.8203,11.23,94,86,1.47,CL,2024-01-01
397,suhbaatar,50.2314,106.2078,-15.27,88,83,1.72,MN,2024-01-01
398,xinzhou,38.4092,112.7333,-4.86,77,92,0.06,CN,2024-01-01
399,at-bashi,41.1702,75.8106,-9.53,65,90,0.23,KG,2024-01-01
400,kapa'a,22.0752,-159.319,22.99,67,0,3.09,US,2024-01-01
401,pimentel,-6.8367,-79.9342,22.16,88,0,6.17,PE,2024-01-01
402,igaci,-9.5369,-36.6336,23.14,85,6,2.45,BR,2024-01-01
403,labytnangi,66.6572,66.4183,-29.39,96,64,2.27,RU,2024-01-01
404,tan-tan,28.438,-11.1032,14.89,41,100,0.94,MA,2024-01-01
405,nova sintra,14.8667,-24.7167,22.63,59,100,4.35,CV,2024-01-01
406,yoloten,37.2989,62.3597,11.25,32,23,6.67,TM,2024-01-01
407,feltre,46.0235,11.907,6.75,89,100,2.11,IT,2024-01-01
408,pervomayskoye,43.919,46.7102,6.43,79,97,3.56,RU,2024-01-01
409,pacific grove,36.6177,-121.9166,10.92,88,0,2.57,US,2024-01-01
410,touros,-5.1989,-35.4608,26.1,82,84,2.32,BR,2024-01-01
411,sao joao da barra,-21.6403,-41.0511,22.48,85,92,3.45,BR,2024-01-01
412,lecheng,25.1238,113.3254,22.55,55,15,0.54,CN,2024-01-01
413,san andres,12.5847,-81.7006,27.01,89,20,4.12,CO,2024-01-01
414,braunlage,51.7333,10.6167,5.74,82,99,5.56,DE,2024-01-01
415,beyneu,45.3167,55.2,2.83,90,28,4.8,KZ,2024-01-01
416,punta del este,-34.9667,-54.95,16.65,78,0,3.09,UY,2024-01-01
417,muli,2.9167,73.5667,26.75,81,99,4.94,MV,2024-01-01
418,montepuez,-13.1256,38.9997,24.84,75,100,1.45,MZ,2024-01-01
419,mugia,43.1041,-9.2179,11.06,70,94,7.61,ES,2024-01-01
420,kachug,53.9606,105.8817,-7.19,90,100,0.89,RU,2024-01-01
421,inarajan village,13.2736,144.7484,30.22,88,100,5.67,GU,2024-01-01
422,nemuro,43.3236,145.575,-5.14,59,95,9.87,JP,2024-01-01
423,hadibu,12.65,54.0333,25.67,63,18,5.61,YE,2024-01-01
424,newman,37.3138,-121.0208,12.23,92,100,0.45,US,2024-01-01
425,kuruman,-27.4524,23.4325,18.33,56,0,4.26,ZA,2024-01-01
426,queenstown,-31.8976,26.8753,17.04,72,97,1.43,ZA,2024-01-01
427,pandan,14.0453,124.1694,28.48,72,50,3.94,PH,2024-01-01
428,crane,31.3974,-102.3501,7.7,53,3,6.31,US,2024-01-01
429,nabire,-3.3667,135.4833,29.75,74,78,2.18,ID,2024-01-01
430,susuman,62.7833,148.1667,-35.01,100,98,0.45,RU,2024-01-01
431,essaouira,31.5125,-9.77,16.77,49,95,1.64,MA,2024-01-01
432,katsuura,35.1333,140.3,13.01,41,0,7.9,JP,2024-01-01
433,mahina,-17.5065,-149.489,27.87,83,75,2.06,PF,2024-01-01
434,igarka,67.4667,86.5833,-24.41,98,100,4.23,RU,2024-01-01
435,talara,-4.5772,-81.2719,22.49,86,78,5.35,PE,2024-01-01
436,piti village,13.4626,144.6933,30.17,84,75,4.12,GU,2024-01-01
437,niort,46.3333,-0.3333,7.32,95,100,2.69,FR,2024-01-01
438,road town,18.4167,-64.6167,24.05,71,13,6.72,VG,2024-01-01
439,siatista,40.2619,21.5442,-0.12,86,64,1.48,GR,2024-01-01
440,lauro de freitas,-12.8944,-38.3272,26.01,89,20,2.06,BR,2024-01-01
441,mar del plata,-38.0023,-57.5575,21.64,67,100,2.68,AR,2024-01-01
442,mount gambier,-37.8333,140.7667,19.28,66,100,5.93,AU,2024-01-01
443,manaure,11.7751,-72.4445,25.56,82,3,5.99,CO,2024-01-01
444,porto novo,6.4965,2.6036,24.24,90,2,1.92,BJ,2024-01-01
445,narasannapeta,18.4167,84.05,24.87,58,5,1.89,IN,2024-01-01
446,qulsary,46.9531,54.0198,2.69,95,71,5.4,KZ,2024-01-01
447,cestos city,5.46,-9.5828,26.18,85,88,1.63,LR,2024-01-01
448,mandera,3.9366,41.867,28.01,45,82,3.95,KE,2024-01-01
449,rasht,37.2808,49.5832,6.9,100,75,2.06,IR,2024-01-01
450,ostersund,63.1792,14.6357,-9.75,92,100,3.6,SE,2024-01-01
451,ak-suu,42.4995,78.527,-3.16,69,88,0.96,KG,2024-01-01
452,nadym,65.5333,72.5167,-20.61,98,98,3.66,RU,2024-01-01
453,krasnoufimsk,56.6059,57.7669,-0.8,96,100,4.45,RU,2024-01-01
454,la passe,45.5549,-0.8967,8.13,80,100,4.83,FR,2024-01-01
455,akureyri,65.6835,-18.0878,0.62,98,100,4.39,IS,2024-01-01
456,hargeysa,9.56,44.065,17.07,54,19,5.47,SO,2024-01-01
457,port lincoln,-34.7333,135.8667,18.92,70,100,5.8,AU,2024-01-01
458,xinyuan,37.3,99.0,-4.47,19,0,6.17,CN,2024-01-01
459,long beach,33.767,-118.1892,14.11,90,75,1.34,US,2024-01-01
460,chetwayi,10.5333,76.05,28.95,55,56,5.62,IN,2024-01-01
461,dzhangala,49.2167,50.3333,1.85,81,44,7.86,KZ,2024-01-01
462,kananga,-5.8958,22.4178,20.17,97,100,0.62,CD,2024-01-01
463,mogadishu,2.0371,45.3438,26.27,76,7,7.18,SO,2024-01-01
464,macae,-22.3708,-41.7869,20.64,85,85,1.14,BR,2024-01-01
465,le port,-20.9373,55.2919,29.0,74,91,3.67,RE,2024-01-01
466,hotan,37.0997,79.9269,1.46,36,0,0.56,CN,2024-01-01
467,embu guacu,-23.8322,-46.8114,20.77,92,100,2.07,BR,2024-01-01
468,sydney,-33.8679,151.2073,24.09,73,75,7.72,AU,2024-01-01
469,bandarbeyla,9.4942,50.8122,25.21,68,21,8.38,SO,2024-01-01
470,kittila,67.6647,24.8936,-14.92,85,0,3.09,FI,2024-01-01
471,severobaykal'sk,55.65,109.3167,-10.83,94,100,0.31,RU,2024-01-01
472,micheweni,-4.9667,39.8333,29.2,76,27,3.77,TZ,2024-01-01
473,kupang,-10.1667,123.5833,33.32,70,20,4.12,ID,2024-01-01
474,terrasson-lavilledieu,45.1301,1.3014,8.87,99,100,1.24,FR,2024-01-01
475,harstad,68.799,16.5293,-9.87,80,74,2.93,NO,2024-01-01
476,sokoni,-6.4333,39.55,28.58,81,62,5.16,TZ,2024-01-01
477,delta,5.5,6.0,24.06,91,4,1.46,NG,2024-01-01
478,buncrana,55.1333,-7.45,5.42,84,76,5.38,IE,2024-01-01
479,pathein,16.7833,94.7333,28.68,41,83,3.26,MM,2024-01-01
480,caleta de carquin,-11.0925,-77.6267,21.45,87,86,3.8,PE,2024-01-01
481,jianshui,23.6363,102.8264,20.1,48,0,3.82,CN,2024-01-01
482,mayya,61.7333,130.2811,-38.38,97,100,2.21,RU,2024-01-01
483,puerto aysen,-45.4,-72.7,11.14,98,53,1.78,CL,2024-01-01
484,ocean shores,46.9737,-124.1563,6.12,96,100,4.63,US,2024-01-01
485,fada,9.5667,8.3,18.4,28,2,2.18,NG,2024-01-01
486,lycksele,64.5954,18.6735,-19.07,84,100,0.51,SE,2024-01-01
487,jiangyou,31.7667,104.7167,11.09,66,100,0.91,CN,2024-01-01
488,dakhla,23.6848,-15.958,18.6,47,64,3.49,EH,2024-01-01
489,tosontsengel,48.7567,98.2839,-18.07,81,94,1.09,MN,2024-01-01
490,siem reap,13.5,104.0,33.86,41,86,1.87,KH,2024-01-01
491,jackson,42.4165,-122.8345,7.7,88,0,0.0,US,2024-01-01
492,remire-montjoly,4.9167,-52.2667,23.02,94,20,0.0,GF,2024-01-01
493,weno,7.4515,151.8468,30.97,74,40,3.6,FM,2024-01-01
494,rawai,7.7797,98.3253,31.06,78,99,4.81,TH,2024-01-01
495,guadalupe y calvo,26.1,-106.9667,3.48,47,100,2.27,MX,2024-01-01
496,bam,29.106,58.357,15.01,33,5,0.23,IR,2024-01-01
497,ghat,24.9647,10.1728,11.7,26,0,1.22,LY,2024-01-01
498,bamboo flat,11.7,92.7167,29.05,70,20,4.63,IN,2024-01-01
499,youkounkoun,12.5333,-13.1333,20.07,19,59,1.07,GN,2024-01-01
500,yanbu,24.0891,38.0637,16.02,77,0,0.0,SA,2024-01-01
501,moraleja,40.0162,-6.6977,5.25,89,82,0.57,ES,2024-01-01
502,ola,59.5833,151.2833,-28.81,86,39,3.2,RU,2024-01-01
503,bangkalan,-7.0455,112.7351,32.97,66,94,2.32,ID,2024-01-01
504,callao,-12.0667,-77.15,23.73,78,75,7.72,PE,2024-01-01
505,chinde,26.8418,88.0763,8.17,44,0,2.48,NP,2024-01-01
506,crookston,47.7741,-96.6081,-6.94,93,100,4.12,US,2024-01-01
507,axim,4.8699,-2.2405,26.07,83,10,1.51,GH,2024-01-01
508,port alfred,-33.5906,26.891,20.63,90,100,11.16,ZA,2024-01-01
509,haapajarvi,63.75,25.3333,-23.71,99,9,1.45,FI,2024-01-01
510,santa maria,-29.6842,-53.8069,14.95,92,46,3.15,BR,2024-01-01
511,lerwick,60.1545,-1.1494,7.0,91,100,15.78,GB,2024-01-01
512,kavieng,-2.5744,150.7967,29.52,72,26,2.93,PG,2024-01-01
513,phuthaditjhaba,-28.5242,28.8158,16.82,70,0,1.12,ZA,2024-01-01
514,mantua,45.1667,10.7833,7.21,91,75,2.68,IT,2024-01-01
515,lower sackville,44.7733,-63.6885,-1.49,83,100,4.12,CA,2024-01-01
516,emerald,-23.5333,148.1667,31.86,47,59,2.2,AU,2024-01-01
517,luwuk,-0.9516,122.7875,30.34,75,88,0.96,ID,2024-01-01
518,owen sound,44.5672,-80.9435,-2.13,89,100,3.58,CA,2024-01-01
519,susanville,40.4163,-120.653,1.0,94,0,1.54,US,2024-01-01
520,keelung,25.1283,121.7419,18.94,58,97,5.38,TW,2024-01-01
521,pozanti,37.4278,34.8717,5.86,73,97,0.66,TR,2024-01-01
522,muravlenko,63.7898,74.523,-29.85,100,85,2.93,RU,2024-01-01
523,swift current,50.2834,-107.8014,-0.55,74,0,7.72,CA,2024-01-01
524,nagqu,31.5,92.0,-8.18,43,100,2.05,CN,2024-01-01
525,vila velha,-20.3297,-40.2925,23.3,86,75,4.92,BR,2024-01-01
526,fort st. john,56.2499,-120.8529,-5.36,91,51,1.47,CA,2024-01-01
527,souillac,-20.5167,57.5167,26.21,94,75,2.06,MU,2024-01-01
528,tokar,18.4254,37.729,23.86,61,47,4.45,SD,2024-01-01
529,salavan,15.7167,106.4167,33.51,38,44,0.6,LA,2024-01-01
530,ursulo galvan,22.7333,-98.3,20.11,84,100,0.76,MX,2024-01-01
531,pitimbu,-7.4706,-34.8086,26.33,77,38,2.21,BR,2024-01-01
532,orange park,30.1661,-81.7065,8.99,87,0,2.06,US,2024-01-01
533,meiktila,20.8667,95.8667,25.06,45,0,3.63,MM,2024-01-01
534,raja,8.4596,25.678,18.2,27,91,1.71,SS,2024-01-01
535,galesong,-5.3166,119.3661,32.01,71,73,2.33,ID,2024-01-01
536,mil'kovo,55.6078,37.7956,-9.2,72,100,5.38,RU,2024-01-01
537,sao vicente,-23.9631,-46.3919,24.1,26,97,0.45,BR,2024-01-01
538,beniganim,38.9536,-0.4454,12.58,69,100,2.24,ES,2024-01-01
539,kralendijk,12.15,-68.2667,25.99,83,36,4.63,BQ,2024-01-01
540,brokopondo,4.75,-55.1667,23.33,85,40,3.44,SR,2024-01-01
541,rosa zarate,0.3333,-79.4667,23.41,96,100,0.9,EC,2024-01-01
542,melendugno,40.2747,18.3368,12.81,93,75,1.54,IT,2024-01-01
543,saugor,23.8333,78.7167,21.22,38,0,3.06,IN,2024-01-01
544,oranjemund,-28.55,16.4333,18.72,86,0,0.41,NA,2024-01-01
545,milove,49.3787,40.1302,-0.15,85,52,5.77,UA,2024-01-01
546,ardestan,33.3761,52.3694,10.3,50,94,0.42,IR,2024-01-01
547,shitanjing,39.2342,106.3439,1.28,22,40,2.87,CN,2024-01-01
548,necocli,8.4234,-76.786,25.08,92,21,2.73,CO,2024-01-01
549,klishkivtsi,48.4316,26.2623,3.08,80,96,2.51,UA,2024-01-01
550,gap,44.6667,6.0,-6.2,93,91,2.83,FR,2024-01-01
551,pisco,-13.7,-76.2167,21.68,88,0,2.57,PE,2024-01-01
552,igrim,63.1906,64.4162,-34.87,97,28,1.61,RU,2024-01-01
553,eyl,7.9803,49.8164,24.82,68,21,7.73,SO,2024-01-01
554,pontianak,-0.0333,109.3333,31.99,66,40,1.54,ID,2024-01-01
555,inari,68.906,27.0288,-11.89,100,90,1.99,FI,2024-01-01
556,nakhon si thammarat,8.25,100.0,32.23,69,95,4.24,TH,2024-01-01
557,qurayyat,31.3318,37.3428,5.1,100,100,2.06,SA,2024-01-01
558,armacao de buzios,-22.7469,-41.8817,23.03,81,95,2.03,BR,2024-01-01
559,harnosand,62.6323,17.9379,-8.0,90,99,4.99,SE,2024-01-01
560,pont rouge,48.8833,-72.0825,-6.94,90,28,2.11,CA,2024-01-01
561,kirakira,-10.4544,161.9205,28.7,78,90,1.27,SB,2024-01-01
562,borogontsy,62.6683,131.1683,-32.04,97,99,2.87,RU,2024-01-01
563,turkeli,41.9476,34.3386,10.84,72,62,1.78,TR,2024-01-01
564,matias barbosa,-21.8692,-43.3194,18.8,97,100,1.0,BR,2024-01-01
565,kavaratti,10.5669,72.642,27.45,77,90,4.85,IN,2024-01-01
566,suwayr,30.1171,40.3893,10.52,75,15,0.97,SA,2024-01-01
567,dera bugti,29.0307,69.151,18.15,30,1,0.14,PK,2024-01-01
568,bloemfontein,-29.1211,26.214,17.87,68,0,4.3,ZA,2024-01-01
569,karratha,-20.7377,116.8463,39.89,25,10,6.8,AU,2024-01-01
570,minot air force base,48.4209,-101.3391,-4.9,81,0,5.14,US,2024-01-01
571,lakatoro,-16.0999,167.4164,29.05,74,98,4.87,VU,2024-01-01
572,bestobe,52.4994,73.0975,0.64,90,100,8.95,KZ,2024-01-01
573,fandriana,-20.2333,47.3833,21.34,85,100,0.05,MG,2024-01-01
574,bebedja,8.6761,16.566,20.15,31,0,1.88,TD,2024-01-01
575,khandyga,62.6667,135.6,-35.09,92,100,1.14,RU,2024-01-01
576,nantucket,41.2835,-70.0995,3.06,65,100,2.57,US,2024-01-01
577,al hufuf,25.3646,49.5653,17.19,100,75,1.54,SA,2024-01-01
578,srivardhan,18.0333,73.0167,29.04,34,3,0.14,IN,2024-01-01
579,rikaze,29.25,88.8833,1.75,24,0,0.3,CN,2024-01-01
580,garachico,28.7781,-17.7646,15.82,72,0,3.09,ES,2024-01-01
581,shalkar,47.8288,59.6258,1.54,78,98,5.45,KZ,2024-01-01
582,nurota,40.5614,65.6886,9.33,24,55,2.18,UZ,2024-01-01
583,jinchang,38.4953,102.1739,2.85,24,0,1.38,CN,2024-01-01
584,tortoli,39.9256,9.6572,13.9,67,20,6.17,IT,2024-01-01
585,badr hunayn,23.7829,38.7905,20.55,47,0,1.1,SA,2024-01-01
586,vadso,70.0744,29.7487,-10.51,79,20,6.17,NO,2024-01-01
587,chernyshkovskiy,48.4219,42.2308,0.51,85,7,6.48,RU,2024-01-01
588,axum,14.1245,38.7244,14.57,62,3,1.02,ET,2024-01-01
589,taro,-8.3862,115.28,28.0,72,95,0.72,ID,2024-01-01
590,al wafrah,28.6392,47.9306,15.64,49,43,3.7,KW,2024-01-01
591,colonia,50.9333,6.95,9.42,70,75,6.69,DE,2024-01-01
592,bokovskaya,49.229,41.8306,1.03,78,42,7.41,RU,2024-01-01
593,sint michiel liber,12.15,-68.9833,26.9,78,75,6.69,CW,2024-01-01
594,ariguani,10.25,-74.0,25.41,77,63,1.21,CO,2024-01-01
595,dabhoi,22.1833,73.4333,23.96,42,0,1.43,IN,2024-01-01
596,al mayadin,35.0209,40.4535,9.86,55,1,1.73,SY,2024-01-01
597,hexham,54.9699,-2.104,5.25,92,99,6.32,GB,2024-01-01
598,pirot,43.1531,22.5861,8.32,91,16,1.83,RS,2024-01-01
599,tanjung pandan,-2.75,107.65,26.59,86,100,2.76,ID,2024-01-01
600,yeppoon,-23.1333,150.7333,28.88,65,73,5.46,AU,2024-01-01
601,bozoum,6.3193,16.3799,18.66,38,1,1.17,CF,2024-01-01
602,gandajika,-6.75,23.95,20.28,96,100,0.67,CD,2024-01-01
603,americus,32.0724,-84.2327,7.77,76,20,2.57,US,2024-01-01
604,la cruz,23.9167,-106.9,18.84,78,100,1.53,MX,2024-01-01
605,alibag,18.6411,72.8792,29.04,39,1,1.1,IN,2024-01-01
606,bayanaul,50.7889,75.6956,-1.32,85,100,6.49,KZ,2024-01-01
607,sakata,38.9167,139.855,5.1,65,75,4.12,JP,2024-01-01
608,laoag,18.1989,120.5936,31.95,58,20,8.23,PH,2024-01-01
609,afaahiti,-17.75,-149.2833,26.93,82,88,3.08,PF,2024-01-01
610,la rinconada,37.4873,-5.9826,10.24,96,100,1.54,ES,2024-01-01
